Year,Month,Day,Rank,Title,Principal,Collaborator,Peak_position,Weeks_in_chart,Hot,Weight,Gen_Principal,Gen_Collaborator,Principal_Sex,Collaborator_Sex
2018,5,26,22,Soy Peor,Bad Bunny,Bad Bunny,12,37,1,0.025499,Reggaeton,Reggaeton,1,1.0
2018,5,26,23,Tu Postura,Banda Sinaloense MS de Sergio Lizarraga,Banda Sinaloense MS de Sergio Lizarraga,18,4,1,0.00785,Regional Mexicana,Regional Mexicana,1,1.0
2018,5,26,24,Ahora Dice,Chris Jeday,Arcangel,4,54,1,0.003137,Reggaeton,Reggaeton,1,1.0
2018,5,26,24,Ahora Dice,Chris Jeday,Ozuna,4,54,1,0.003137,Reggaeton,Reggaeton,1,1.0
2018,5,26,24,Ahora Dice,Chris Jeday,J Balvin,4,54,1,0.003137,Reggaeton,Reggaeton,1,1.0
2018,5,26,24,Ahora Dice,Chris Jeday,Offset,4,54,1,0.003137,Reggaeton,Reggaeton,1,1.0
2018,5,26,24,Ahora Dice,Chris Jeday,Cardi B,4,54,1,0.003137,Reggaeton,Reggaeton,1,0.0
2018,5,26,24,Ahora Dice,Chris Jeday,Anuel,4,54,1,0.003137,Reggaeton,Reggaeton,1,1.0
2018,5,26,25,El Prestamo,Maluma,Maluma,20,6,0,0.002381,Reggaeton,Reggaeton,1,1.0
2018,6,2,1,Te Bote,Casper Magico,Bad Bunny,1,4,1,0.003968,Reggaeton,Reggaeton,1,1.0
2018,6,2,1,Te Bote,Casper Magico,Ozuna,1,4,1,0.003968,Reggaeton,Reggaeton,1,1.0
2018,6,2,1,Te Bote,Casper Magico,Nicky Jam,1,4,1,0.003968,Reggaeton,Reggaeton,1,1.0
2018,6,2,1,Te Bote,Casper Magico,Darell,1,4,1,0.003968,Reggaeton,Reggaeton,1,1.0
2018,6,2,1,Te Bote,Casper Magico,Nio Garcia,1,4,1,0.008145,Reggaeton,Reggaeton,1,1.0
2018,6,2,2,Despacito,Luis Fonsi,Justin Bieber,1,71,1,0.033631,Spanish Pop,Spanish Pop,1,1.0
2018,6,2,2,Despacito,Luis Fonsi,Daddy Yankee,1,71,1,0.033631,Spanish Pop,Spanish Pop,1,1.0
2018,6,2,3,Dame Tu Cosita,Pitbull,Cutty Ranks,1,6,1,0.002866,English pop,English pop,1,1.0
2018,6,2,3,Dame Tu Cosita,Pitbull,Karol G,1,6,1,0.002866,English pop,English pop,1,0.0
2018,6,2,3,Dame Tu Cosita,Pitbull,El Chombo,1,6,1,0.002866,English pop,English pop,1,1.0
2018,6,2,4,Dura,Daddy Yankee,Daddy Yankee,3,18,1,0.043622,Reggaeton,Reggaeton,1,1.0
2018,6,2,5,X,Nicky Jam,J Balvin,2,12,1,0.004321,Reggaeton,Reggaeton,1,1.0
2018,6,2,6,Mi Gente,J Balvin,Beyonce,1,47,1,0.002656,Reggaeton,Reggaeton,1,0.0
2018,6,2,6,Mi Gente,J Balvin,Willy William,1,47,1,0.002656,Reggaeton,Reggaeton,1,1.0
2018,6,2,7,El Farsante,Ozuna,Romeo Santos,1,27,1,0.002381,Reggaeton,Reggaeton,1,1.0
2018,6,2,8,Sin Pijama,Becky G,Natti Natasha,8,5,1,0.003532,,,0,0.0
2018,6,2,9,Scooby Doo Pa Pa,DJ Kass,DJ Kass,6,15,1,0.025,Reggaeton,Reggaeton,1,1.0
2018,6,2,10,Me Niego,Reik,Wisin,8,13,1,0.002604,,,1,1.0
2018,6,2,10,Me Niego,Reik,Ozuna,8,13,1,0.002604,,,1,1.0
2018,6,2,11,La Modelo,Ozuna,Cardi B,3,22,1,0.011418,Reggaeton,Reggaeton,1,0.0
2018,6,2,12,Criminal,Natti Natasha,Ozuna,5,38,1,0.002794,Reggaeton,Reggaeton,0,1.0
2018,6,2,13,Oye Mujer,Raymix,Raymix,13,6,1,0.004129,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2018,6,2,14,Echame La Culpa,Luis Fonsi,Demi Lovato,3,27,1,0.043622,Spanish Pop,Spanish Pop,1,0.0
2018,6,2,15,Unica,Ozuna,Ozuna,8,4,1,0.002646,Reggaeton,Reggaeton,1,1.0
2018,6,2,16,El Clavo,Prince Royce,Maluma,16,1,0,0.005487,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2018,6,2,17,Corazon,Maluma,Nego do Borel,6,24,1,0.002794,Reggaeton,Reggaeton,1,1.0
2018,6,2,18,Siguelo Bailando,Ozuna,Ozuna,13,20,1,0.006746,Reggaeton,Reggaeton,1,1.0
2018,6,2,19,Mayores,Becky G,Bad Bunny,3,45,1,0.008413,,,0,1.0
2018,6,2,20,Amorfoda,Bad Bunny,Bad Bunny,7,14,1,0.002698,Reggaeton,Reggaeton,1,1.0
2018,6,2,21,Felices Los 4,Maluma,Maluma,2,57,1,0.002484,Reggaeton,Reggaeton,1,1.0
2018,6,2,22,Escapate Conmigo,Wisin,Ozuna,3,57,1,0.009127,Reggaeton,Reggaeton,1,1.0
2018,6,2,23,El Prestamo,Maluma,Maluma,20,7,0,0.002381,Reggaeton,Reggaeton,1,1.0
2018,6,2,24,Soy Peor,Bad Bunny,Bad Bunny,12,38,1,0.025499,Reggaeton,Reggaeton,1,1.0
2018,6,2,25,Ahora Dice,Chris Jeday,Arcangel,4,55,1,0.003137,Reggaeton,Reggaeton,1,1.0
2018,6,2,25,Ahora Dice,Chris Jeday,Ozuna,4,55,1,0.003137,Reggaeton,Reggaeton,1,1.0
2018,6,2,25,Ahora Dice,Chris Jeday,J Balvin,4,55,1,0.003137,Reggaeton,Reggaeton,1,1.0
2018,6,2,25,Ahora Dice,Chris Jeday,Offset,4,55,1,0.003137,Reggaeton,Reggaeton,1,1.0
2018,6,2,25,Ahora Dice,Chris Jeday,Cardi B,4,55,1,0.003137,Reggaeton,Reggaeton,1,0.0
2018,6,2,25,Ahora Dice,Chris Jeday,Anuel,4,55,1,0.003137,Reggaeton,Reggaeton,1,1.0
2018,6,9,1,Te Bote,Casper Magico,Nio Garcia,1,5,1,0.003301,Reggaeton,Reggaeton,1,1.0
2018,6,9,1,Te Bote,Casper Magico,Darell,1,5,1,0.003389,Reggaeton,Reggaeton,1,1.0
2018,6,9,1,Te Bote,Casper Magico,Ozuna,1,5,1,0.005102,Reggaeton,Reggaeton,1,1.0
2018,6,9,1,Te Bote,Casper Magico,Bad Bunny,1,5,1,0.005102,Reggaeton,Reggaeton,1,1.0
2018,6,9,1,Te Bote,Casper Magico,Nicky Jam,1,5,1,0.00554,Reggaeton,Reggaeton,1,1.0
2018,6,9,2,Despacito,Luis Fonsi,Justin Bieber,1,72,1,0.005045,Spanish Pop,Spanish Pop,1,1.0
2018,6,9,2,Despacito,Luis Fonsi,Daddy Yankee,1,72,1,0.005045,Spanish Pop,Spanish Pop,1,1.0
2018,6,9,3,Dame Tu Cosita,Pitbull,Cutty Ranks,1,7,1,0.002866,English pop,English pop,1,1.0
2018,6,9,3,Dame Tu Cosita,Pitbull,Karol G,1,7,1,0.002866,English pop,English pop,1,0.0
2018,6,9,3,Dame Tu Cosita,Pitbull,El Chombo,1,7,1,0.002866,English pop,English pop,1,1.0
2018,6,9,4,Dura,Daddy Yankee,Daddy Yankee,3,19,1,0.003899,Reggaeton,Reggaeton,1,1.0
2018,6,9,5,X,Nicky Jam,J Balvin,2,13,1,0.015655,Reggaeton,Reggaeton,1,1.0
2018,6,9,6,Mi Gente,J Balvin,Willy William,1,48,1,0.002656,Reggaeton,Reggaeton,1,1.0
2018,6,9,6,Mi Gente,J Balvin,Beyonce,1,48,1,0.002656,Reggaeton,Reggaeton,1,0.0
2018,6,9,7,El Farsante,Ozuna,Romeo Santos,1,28,1,0.002381,Reggaeton,Reggaeton,1,1.0
2018,6,9,8,Sin Pijama,Becky G,Natti Natasha,8,6,1,0.002381,,,0,0.0
2018,6,9,9,Scooby Doo Pa Pa,DJ Kass,DJ Kass,6,16,1,0.025,Reggaeton,Reggaeton,1,1.0
2018,6,9,10,Oye Mujer,Raymix,Raymix,10,7,1,0.094392,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2018,6,9,11,Criminal,Natti Natasha,Ozuna,5,39,1,0.002794,Reggaeton,Reggaeton,0,1.0
2018,6,9,12,La Modelo,Ozuna,Cardi B,3,23,1,0.004881,Reggaeton,Reggaeton,1,0.0
2018,6,9,13,Me Niego,Reik,Ozuna,8,14,1,0.008413,,,1,1.0
2018,6,9,13,Me Niego,Reik,Wisin,8,14,1,0.008413,,,1,1.0
2018,6,9,14,Echame La Culpa,Luis Fonsi,Demi Lovato,3,28,1,0.043622,Spanish Pop,Spanish Pop,1,0.0
2018,6,9,15,Unica,Ozuna,Ozuna,8,5,1,0.002646,Reggaeton,Reggaeton,1,1.0
2018,6,9,16,Siguelo Bailando,Ozuna,Ozuna,13,21,1,0.006746,Reggaeton,Reggaeton,1,1.0
2018,6,9,17,Ambiente,J Balvin,J Balvin,17,1,0,0.002698,Reggaeton,Reggaeton,1,1.0
2018,6,9,18,Mayores,Becky G,Bad Bunny,3,46,1,0.003571,,,0,1.0
2018,6,9,19,Escapate Conmigo,Wisin,Ozuna,3,58,1,0.009127,Reggaeton,Reggaeton,1,1.0
2018,6,9,20,Amorfoda,Bad Bunny,Bad Bunny,7,15,1,0.002698,Reggaeton,Reggaeton,1,1.0
2018,6,9,21,Soy Peor,Bad Bunny,Bad Bunny,12,39,1,0.025499,Reggaeton,Reggaeton,1,1.0
2018,6,9,22,El Prestamo,Maluma,Maluma,20,8,0,0.002381,Reggaeton,Reggaeton,1,1.0
2018,6,9,23,Corazon,Maluma,Nego do Borel,6,25,1,0.002794,Reggaeton,Reggaeton,1,1.0
2018,6,9,24,Felices Los 4,Maluma,Maluma,2,58,1,0.002484,Reggaeton,Reggaeton,1,1.0
2018,6,9,25,Tu Postura,Banda Sinaloense MS de Sergio Lizarraga,Banda Sinaloense MS de Sergio Lizarraga,18,5,1,0.00785,Regional Mexicana,Regional Mexicana,1,1.0
2018,6,16,1,Te Bote,Casper Magico,Nio Garcia,1,6,1,0.015438,Reggaeton,Reggaeton,1,1.0
2018,6,16,1,Te Bote,Casper Magico,Darell,1,6,1,0.015438,Reggaeton,Reggaeton,1,1.0
2018,6,16,1,Te Bote,Casper Magico,Nicky Jam,1,6,1,0.015438,Reggaeton,Reggaeton,1,1.0
2018,6,16,1,Te Bote,Casper Magico,Ozuna,1,6,1,0.015438,Reggaeton,Reggaeton,1,1.0
2018,6,16,1,Te Bote,Casper Magico,Bad Bunny,1,6,1,0.015438,Reggaeton,Reggaeton,1,1.0
2018,6,16,2,Despacito,Luis Fonsi,Justin Bieber,1,73,1,0.005045,Spanish Pop,Spanish Pop,1,1.0
2018,6,16,2,Despacito,Luis Fonsi,Daddy Yankee,1,73,1,0.005045,Spanish Pop,Spanish Pop,1,1.0
2018,6,16,3,Dame Tu Cosita,Pitbull,Karol G,1,8,1,0.002866,English pop,English pop,1,0.0
2018,6,16,3,Dame Tu Cosita,Pitbull,El Chombo,1,8,1,0.002866,English pop,English pop,1,1.0
2018,6,16,3,Dame Tu Cosita,Pitbull,Cutty Ranks,1,8,1,0.002866,English pop,English pop,1,1.0
2018,6,16,4,Dura,Daddy Yankee,Daddy Yankee,3,20,1,0.003899,Reggaeton,Reggaeton,1,1.0
2018,6,16,5,X,Nicky Jam,J Balvin,2,14,1,0.019156,Reggaeton,Reggaeton,1,1.0
2018,6,16,6,Mi Gente,J Balvin,Beyonce,1,49,1,0.002656,Reggaeton,Reggaeton,1,0.0
2018,6,16,6,Mi Gente,J Balvin,Willy William,1,49,1,0.002656,Reggaeton,Reggaeton,1,1.0
2018,6,16,7,El Farsante,Ozuna,Romeo Santos,1,29,1,0.002381,Reggaeton,Reggaeton,1,1.0
2018,6,16,8,Sin Pijama,Becky G,Natti Natasha,8,7,1,0.003273,,,0,0.0
2018,6,16,9,Oye Mujer,Raymix,Raymix,9,8,1,0.094392,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2018,6,16,10,Scooby Doo Pa Pa,DJ Kass,DJ Kass,6,17,1,0.025,Reggaeton,Reggaeton,1,1.0
2018,6,16,11,La Modelo,Ozuna,Cardi B,3,24,1,0.011418,Reggaeton,Reggaeton,1,0.0
2018,6,16,12,Criminal,Natti Natasha,Ozuna,5,40,1,0.002794,Reggaeton,Reggaeton,0,1.0
2018,6,16,13,Me Niego,Reik,Ozuna,8,15,1,0.008413,,,1,1.0
2018,6,16,13,Me Niego,Reik,Wisin,8,15,1,0.008413,,,1,1.0
2018,6,16,14,Siguelo Bailando,Ozuna,Ozuna,13,22,1,0.006746,Reggaeton,Reggaeton,1,1.0
2018,6,16,15,Unica,Ozuna,Ozuna,8,6,1,0.003247,Reggaeton,Reggaeton,1,1.0
2018,6,16,16,Echame La Culpa,Luis Fonsi,Demi Lovato,3,29,1,0.043622,Spanish Pop,Spanish Pop,1,0.0
2018,6,16,17,Mayores,Becky G,Bad Bunny,3,47,1,0.003571,,,0,1.0
2018,6,16,18,Escapate Conmigo,Wisin,Ozuna,3,59,1,0.002731,Reggaeton,Reggaeton,1,1.0
2018,6,16,19,Soy Peor,Bad Bunny,Bad Bunny,12,40,1,0.025499,Reggaeton,Reggaeton,1,1.0
2018,6,16,20,Amorfoda,Bad Bunny,Bad Bunny,7,16,1,0.002698,Reggaeton,Reggaeton,1,1.0
2018,6,16,21,Felices Los 4,Maluma,Maluma,2,59,1,0.002484,Reggaeton,Reggaeton,1,1.0
2018,6,16,22,Ambiente,J Balvin,J Balvin,17,2,0,0.002698,Reggaeton,Reggaeton,1,1.0
2018,6,16,23,Corazon,Maluma,Nego do Borel,6,26,1,0.002794,Reggaeton,Reggaeton,1,1.0
2018,6,16,24,Tu Postura,Banda Sinaloense MS de Sergio Lizarraga,Banda Sinaloense MS de Sergio Lizarraga,18,6,1,0.00785,Regional Mexicana,Regional Mexicana,1,1.0
2018,6,16,25,Madura,Cosculluela,Bad Bunny,11,3,1,0.003061,Reggaeton,Reggaeton,1,1.0
2018,6,23,1,Te Bote,Casper Magico,Nio Garcia,1,7,1,0.015438,Reggaeton,Reggaeton,1,1.0
2018,6,23,1,Te Bote,Casper Magico,Bad Bunny,1,7,1,0.005102,Reggaeton,Reggaeton,1,1.0
2018,6,23,1,Te Bote,Casper Magico,Darell,1,7,1,0.00554,Reggaeton,Reggaeton,1,1.0
2018,6,23,1,Te Bote,Casper Magico,Ozuna,1,7,1,0.00554,Reggaeton,Reggaeton,1,1.0
2018,6,23,1,Te Bote,Casper Magico,Nicky Jam,1,7,1,0.00554,Reggaeton,Reggaeton,1,1.0
2018,6,23,2,Despacito,Luis Fonsi,Justin Bieber,1,74,1,0.005045,Spanish Pop,Spanish Pop,1,1.0
2018,6,23,2,Despacito,Luis Fonsi,Daddy Yankee,1,74,1,0.005045,Spanish Pop,Spanish Pop,1,1.0
2018,6,23,3,Dame Tu Cosita,Pitbull,Cutty Ranks,1,9,1,0.002866,English pop,English pop,1,1.0
2018,6,23,3,Dame Tu Cosita,Pitbull,Karol G,1,9,1,0.002866,English pop,English pop,1,0.0
2018,6,23,3,Dame Tu Cosita,Pitbull,El Chombo,1,9,1,0.002866,English pop,English pop,1,1.0
2018,6,23,4,Dura,Daddy Yankee,Daddy Yankee,3,21,1,0.043622,Reggaeton,Reggaeton,1,1.0
2018,6,23,5,X,Nicky Jam,J Balvin,2,15,1,0.014192,Reggaeton,Reggaeton,1,1.0
2018,6,23,6,Mi Gente,J Balvin,Beyonce,1,50,1,0.002656,Reggaeton,Reggaeton,1,0.0
2018,6,23,6,Mi Gente,J Balvin,Willy William,1,50,1,0.002656,Reggaeton,Reggaeton,1,1.0
2018,6,23,7,El Farsante,Ozuna,Romeo Santos,1,30,1,0.002381,Reggaeton,Reggaeton,1,1.0
2018,6,23,8,Sin Pijama,Becky G,Natti Natasha,8,8,1,0.003532,,,0,0.0
2018,6,23,9,Me Niego,Reik,Wisin,8,16,1,0.002604,,,1,1.0
2018,6,23,9,Me Niego,Reik,Ozuna,8,16,1,0.002604,,,1,1.0
2018,6,23,10,Oye Mujer,Raymix,Raymix,9,9,1,0.094392,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2018,6,23,11,Scooby Doo Pa Pa,DJ Kass,DJ Kass,6,18,1,0.025,Reggaeton,Reggaeton,1,1.0
2018,6,23,12,La Modelo,Ozuna,Cardi B,3,25,1,0.011418,Reggaeton,Reggaeton,1,0.0
2018,6,23,13,Criminal,Natti Natasha,Ozuna,5,41,1,0.002794,Reggaeton,Reggaeton,0,1.0
2018,6,23,14,Siguelo Bailando,Ozuna,Ozuna,13,23,1,0.006746,Reggaeton,Reggaeton,1,1.0
2018,6,23,15,Unica,Ozuna,Ozuna,8,7,1,0.002619,Reggaeton,Reggaeton,1,1.0
2018,6,23,16,Echame La Culpa,Luis Fonsi,Demi Lovato,3,30,1,0.043622,Spanish Pop,Spanish Pop,1,0.0
2018,6,23,17,Mayores,Becky G,Bad Bunny,3,48,1,0.003571,,,0,1.0
2018,6,23,18,Corazon,Maluma,Nego do Borel,6,27,1,0.002794,Reggaeton,Reggaeton,1,1.0
2018,6,23,19,Soy Peor,Bad Bunny,Bad Bunny,12,41,1,0.008298,Reggaeton,Reggaeton,1,1.0
2018,6,23,20,Escapate Conmigo,Wisin,Ozuna,3,60,1,0.009127,Reggaeton,Reggaeton,1,1.0
2018,6,23,21,Madura,Cosculluela,Bad Bunny,11,4,1,0.003061,Reggaeton,Reggaeton,1,1.0
2018,6,23,22,Pa Mi,Tory Lanez,Ozuna,22,1,0,0.094392,Rap/Hip-Hop/R&B,Rap/Hip-Hop/R&B,1,1.0
2018,6,23,23,Tu Postura,Banda Sinaloense MS de Sergio Lizarraga,Banda Sinaloense MS de Sergio Lizarraga,18,7,1,0.00785,Regional Mexicana,Regional Mexicana,1,1.0
2018,6,23,24,Amorfoda,Bad Bunny,Bad Bunny,7,17,1,0.002698,Reggaeton,Reggaeton,1,1.0
2018,6,23,25,Felices Los 4,Maluma,Maluma,2,60,1,0.002484,Reggaeton,Reggaeton,1,1.0
2018,6,30,1,Te Bote,Casper Magico,Bad Bunny,1,8,1,0.002381,Reggaeton,Reggaeton,1,1.0
2018,6,30,1,Te Bote,Casper Magico,Ozuna,1,8,1,0.002381,Reggaeton,Reggaeton,1,1.0
2018,6,30,1,Te Bote,Casper Magico,Nicky Jam,1,8,1,0.002381,Reggaeton,Reggaeton,1,1.0
2018,6,30,1,Te Bote,Casper Magico,Darell,1,8,1,0.002381,Reggaeton,Reggaeton,1,1.0
2018,6,30,1,Te Bote,Casper Magico,Nio Garcia,1,8,1,0.005102,Reggaeton,Reggaeton,1,1.0
2018,6,30,2,Despacito,Luis Fonsi,Daddy Yankee,1,75,1,0.033631,Spanish Pop,Spanish Pop,1,1.0
2018,6,30,2,Despacito,Luis Fonsi,Justin Bieber,1,75,1,0.033631,Spanish Pop,Spanish Pop,1,1.0
2018,6,30,3,Dame Tu Cosita,Pitbull,Cutty Ranks,1,10,1,0.002866,English pop,English pop,1,1.0
2018,6,30,3,Dame Tu Cosita,Pitbull,Karol G,1,10,1,0.002866,English pop,English pop,1,0.0
2018,6,30,3,Dame Tu Cosita,Pitbull,El Chombo,1,10,1,0.002866,English pop,English pop,1,1.0
2018,6,30,4,Dura,Daddy Yankee,Daddy Yankee,3,22,1,0.043622,Reggaeton,Reggaeton,1,1.0
2018,6,30,5,Mi Gente,J Balvin,Beyonce,1,51,1,0.009807,Reggaeton,Reggaeton,1,0.0
2018,6,30,5,Mi Gente,J Balvin,Willy William,1,51,1,0.009807,Reggaeton,Reggaeton,1,1.0
2018,6,30,6,X,Nicky Jam,J Balvin,2,16,1,0.003506,Reggaeton,Reggaeton,1,1.0
2018,6,30,7,El Farsante,Ozuna,Romeo Santos,1,31,1,0.002381,Reggaeton,Reggaeton,1,1.0
2018,6,30,8,Sin Pijama,Becky G,Natti Natasha,8,9,1,0.002381,,,0,0.0
2018,6,30,9,Oye Mujer,Raymix,Raymix,9,10,1,0.094392,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2018,6,30,10,Scooby Doo Pa Pa,DJ Kass,DJ Kass,6,19,1,0.025,Reggaeton,Reggaeton,1,1.0
2018,6,30,11,La Modelo,Ozuna,Cardi B,3,26,1,0.011418,Reggaeton,Reggaeton,1,0.0
2018,6,30,12,Criminal,Natti Natasha,Ozuna,5,42,1,0.002794,Reggaeton,Reggaeton,0,1.0
2018,6,30,13,Me Niego,Reik,Ozuna,8,17,1,0.008413,,,1,1.0
2018,6,30,13,Me Niego,Reik,Wisin,8,17,1,0.002604,,,1,1.0
2018,6,30,14,Unica,Ozuna,Ozuna,8,8,1,0.002619,Reggaeton,Reggaeton,1,1.0
2018,6,30,15,Siguelo Bailando,Ozuna,Ozuna,13,24,1,0.006746,Reggaeton,Reggaeton,1,1.0
2018,6,30,16,Mayores,Becky G,Bad Bunny,3,49,1,0.003571,,,0,1.0
2018,6,30,17,Soy Peor,Bad Bunny,Bad Bunny,12,42,1,0.025499,Reggaeton,Reggaeton,1,1.0
2018,6,30,18,Clandestino,Shakira,Maluma,18,1,1,0.002845,Spanish Pop,Spanish Pop,0,1.0
2018,6,30,19,Echame La Culpa,Luis Fonsi,Demi Lovato,3,31,1,0.043622,Spanish Pop,Spanish Pop,1,0.0
2018,6,30,20,Madura,Cosculluela,Bad Bunny,11,5,1,0.003061,Reggaeton,Reggaeton,1,1.0
2018,6,30,21,Tu Postura,Banda Sinaloense MS de Sergio Lizarraga,Banda Sinaloense MS de Sergio Lizarraga,18,8,1,0.00785,Regional Mexicana,Regional Mexicana,1,1.0
2018,6,30,22,Ahora Dice,Chris Jeday,Offset,4,56,1,0.003137,Reggaeton,Reggaeton,1,1.0
2018,6,30,22,Ahora Dice,Chris Jeday,Cardi B,4,56,1,0.003137,Reggaeton,Reggaeton,1,0.0
2018,6,30,22,Ahora Dice,Chris Jeday,Anuel,4,56,1,0.003137,Reggaeton,Reggaeton,1,1.0
2018,6,30,22,Ahora Dice,Chris Jeday,J Balvin,4,56,1,0.003137,Reggaeton,Reggaeton,1,1.0
2018,6,30,22,Ahora Dice,Chris Jeday,Ozuna,4,56,1,0.003137,Reggaeton,Reggaeton,1,1.0
2018,6,30,22,Ahora Dice,Chris Jeday,Arcangel,4,56,1,0.003137,Reggaeton,Reggaeton,1,1.0
2018,6,30,23,Felices Los 4,Maluma,Maluma,2,61,1,0.002484,Reggaeton,Reggaeton,1,1.0
2018,6,30,24,El Color de Tus Ojos,Banda Sinaloense MS de Sergio Lizarraga,Banda Sinaloense MS de Sergio Lizarraga,19,6,0,0.002381,Regional Mexicana,Regional Mexicana,1,1.0
2018,6,30,25,Corazon,Maluma,Nego do Borel,6,28,1,0.002794,Reggaeton,Reggaeton,1,1.0
2018,7,7,1,Te Bote,Casper Magico,Bad Bunny,1,9,1,0.003389,Reggaeton,Reggaeton,1,1.0
2018,7,7,1,Te Bote,Casper Magico,Ozuna,1,9,1,0.003389,Reggaeton,Reggaeton,1,1.0
2018,7,7,1,Te Bote,Casper Magico,Nicky Jam,1,9,1,0.003389,Reggaeton,Reggaeton,1,1.0
2018,7,7,1,Te Bote,Casper Magico,Nio Garcia,1,9,1,0.003389,Reggaeton,Reggaeton,1,1.0
2018,7,7,1,Te Bote,Casper Magico,Darell,1,9,1,0.015198,Reggaeton,Reggaeton,1,1.0
2018,7,7,2,Despacito,Luis Fonsi,Justin Bieber,1,76,1,0.033631,Spanish Pop,Spanish Pop,1,1.0
2018,7,7,2,Despacito,Luis Fonsi,Daddy Yankee,1,76,1,0.033631,Spanish Pop,Spanish Pop,1,1.0
2018,7,7,3,Dura,Daddy Yankee,Daddy Yankee,3,23,1,0.043622,Reggaeton,Reggaeton,1,1.0
2018,7,7,4,Mi Gente,J Balvin,Beyonce,1,52,1,0.009807,Reggaeton,Reggaeton,1,0.0
2018,7,7,4,Mi Gente,J Balvin,Willy William,1,52,1,0.009807,Reggaeton,Reggaeton,1,1.0
2018,7,7,5,Dame Tu Cosita,Pitbull,Cutty Ranks,1,11,1,0.002866,English pop,English pop,1,1.0
2018,7,7,5,Dame Tu Cosita,Pitbull,Karol G,1,11,1,0.002866,English pop,English pop,1,0.0
2018,7,7,5,Dame Tu Cosita,Pitbull,El Chombo,1,11,1,0.002866,English pop,English pop,1,1.0
2018,7,7,6,El Farsante,Ozuna,Romeo Santos,1,32,1,0.002381,Reggaeton,Reggaeton,1,1.0
2018,7,7,7,X,Nicky Jam,J Balvin,2,17,1,0.004441,Reggaeton,Reggaeton,1,1.0
2018,7,7,8,Sin Pijama,Becky G,Natti Natasha,8,10,1,0.003532,,,0,0.0
2018,7,7,9,Oye Mujer,Raymix,Raymix,9,11,1,0.004129,Cumbia/Bachata,Cumbia/Bachata,1,1.0
2018,7,7,10,La Modelo,Ozuna,Cardi B,3,27,1,0.011418,Reggaeton,Reggaeton,1,0.0
2018,7,7,11,Criminal,Natti Natasha,Ozuna,5,43,1,0.002794,Reggaeton,Reggaeton,0,1.0
2018,7,7,12,Scooby Doo Pa Pa,DJ Kass,DJ Kass,6,20,1,0.025,Reggaeton,Reggaeton,1,1.0
2018,7,7,13,Me Niego,Reik,Ozuna,8,18,1,0.008413,,,1,1.0
2018,7,7,13,Me Niego,Reik,Wisin,8,18,1,0.008413,,,1,1.0
2018,7,7,14,Siguelo Bailando,Ozuna,Ozuna,13,25,1,0.006746,Reggaeton,Reggaeton,1,1.0
2018,7,7,15,Unica,Ozuna,Ozuna,8,9,1,0.003247,Reggaeton,Reggaeton,1,1.0
2018,7,7,16,Escapate Conmigo,Wisin,Ozuna,3,61,1,0.009127,Reggaeton,Reggaeton,1,1.0
2018,7,7,17,Mayores,Becky G,Bad Bunny,3,50,1,0.008413,,,0,1.0
2018,7,7,18,Corazon,Maluma,Nego do Borel,6,29,1,0.002794,Reggaeton,Reggaeton,1,1.0
2018,7,7,19,Soy Peor,Bad Bunny,Bad Bunny,12,43,1,0.025499,Reggaeton,Reggaeton,1,1.0
2018,7,7,20,Tu Postura,Banda Sinaloense MS de Sergio Lizarraga,Banda Sinaloense MS de Sergio Lizarraga,18,9,1,0.00785,Regional Mexicana,Regional Mexicana,1,1.0
2018,7,7,21,Echame La Culpa,Luis Fonsi,Demi Lovato,3,32,1,0.043622,Spanish Pop,Spanish Pop,1,0.0
2018,7,7,22,El Color de Tus Ojos,Banda Sinaloense MS de Sergio Lizarraga,Banda Sinaloense MS de Sergio Lizarraga,19,7,0,0.002381,Regional Mexicana,Regional Mexicana,1,1.0
2018,7,7,23,Madura,Cosculluela,Bad Bunny,11,6,1,0.003061,Reggaeton,Reggaeton,1,1.0
2018,7,7,24,Felices Los 4,Maluma,Maluma,2,62,1,0.002484,Reggaeton,Reggaeton,1,1.0
2018,7,7,25,Asesina,Brytiago ,Anuel AA,25,1,1,0.002698,,,1,1.0
2018,7,7,25,Asesina,Brytiago ,Ozuna ,25,1,1,0.002698,,,1,1.0
2018,7,7,25,Asesina,Brytiago ,Daddy Yankee ,25,1,1,0.002698,,,1,1.0
2018,7,7,25,Asesina,Brytiago ,Darell ,25,1,1,0.002698,,,1,1.0
2018,7,14,1,Te Bote,Casper Magico,Nicky Jam,1,10,1,0.00246,Reggaeton,Reggaeton,1,1.0
2018,7,14,1,Te Bote,Casper Magico,Darell,1,10,1,0.00246,Reggaeton,Reggaeton,1,1.0
2018,7,14,1,Te Bote,Casper Magico,Nio Garcia,1,10,1,0.002381,Reggaeton,Reggaeton,1,1.0
2018,7,14,1,Te Bote,Casper Magico,Ozuna,1,10,1,0.002381,Reggaeton,Reggaeton,1,1.0
2018,7,14,1,Te Bote,Casper Magico,Bad Bunny,1,10,1,0.002381,Reggaeton,Reggaeton,1,1.0
