Year,Month,Day,Rank,Title,Principal,Collaborator,Peak_position,Weeks_in_chart
2019,10,26,13,Nunca Es Suficiente,Los Angeles Azules,Natalia LaFourcade,11,42
2019,10,26,14,Ella Quiere Beber,Anuel AA,Romeo Santos,4,60
2019,10,26,15,Te Bote,Casper Magico,Nio Garcia,1,77
2019,10,26,15,Te Bote,Casper Magico,Darell,1,77
2019,10,26,15,Te Bote,Casper Magico,Nicky Jam,1,77
2019,10,26,15,Te Bote,Casper Magico,Ozuna,1,77
2019,10,26,15,Te Bote,Casper Magico,Bad Bunny,1,77
2019,10,26,16,La Mejor Version de Mi,Natti Natasha,Romeo Santos,16,2
2019,10,26,17,Calma,Pedro Capo,Farruko,5,42
2019,10,26,18,Loco Contigo,DJ Snake,J Balvin,10,18
2019,10,26,18,Loco Contigo,DJ Snake,Tyga,10,18
2019,10,26,19,Dame Tu Cosita,Pitbull,El Chombo,1,40
2019,10,26,19,Dame Tu Cosita,Pitbull,Karol G,1,40
2019,10,26,19,Dame Tu Cosita,Pitbull,Cutty Ranks,1,40
2019,10,26,20,Si Se Da,Myke Towers,Farruko,9,12
2019,10,26,21,Con Altura,Rosalia,J Balvin,16,28
2019,10,26,21,Con Altura,Rosalia,El Guincho,16,28
2019,10,26,22,"Yo X Ti, Tu X Mi",Rosalia,Ozuna,12,9
2019,10,26,23,Que Pretendes,J Balvin,Bad Bunny,3,16
2019,10,26,24,11 PM,Maluma,,16,21
2019,10,26,25,Baila Baila Baila,Ozuna,Daddy Yankee,6,34
2019,10,26,25,Baila Baila Baila,Ozuna,J Balvin,6,34
2019,10,26,25,Baila Baila Baila,Ozuna,Farruko,6,34
2019,10,26,25,Baila Baila Baila,Ozuna,Anuel AA,6,34
2019,11,02,1,Otro Trago,Sech,Darell,1,25
2019,11,02,1,Otro Trago,Sech,Nicky Jam,1,25
2019,11,02,1,Otro Trago,Sech,Ozuna,1,25
2019,11,02,1,Otro Trago,Sech,Anuel AA,1,25
2019,11,02,2,Callaita,Bad Bunny,Tainy,2,21
2019,11,02,3,China,Anuel AA,Daddy Yankee,1,14
2019,11,02,3,China,Anuel AA,Karol G,1,14
2019,11,02,3,China,Anuel AA,Ozuna,1,14
2019,11,02,3,China,Anuel AA,J Balvin,1,14
2019,11,02,4,La Cancion,J Balvin,Bad Bunny,4,17
2019,11,02,5,No Me Conoce,Jhay Cortez,J Balvin,3,22
2019,11,02,5,No Me Conoce,Jhay Cortez,Bad Bunny,3,22
2019,11,02,6,Adicto,Tainy,Anuel AA,1,9
2019,11,02,6,Adicto,Tainy,Ozuna,1,9
2019,11,02,7,Despacito,Luis Fonsi,Daddy Yankee,1,145
2019,11,02,7,Despacito,Luis Fonsi,Justin Bieber,1,145
2019,11,02,8,Con Calma,Daddy Yankee,Snow,1,39
2019,11,02,9,Soltera,Lunay,Daddy Yankee,2,24
2019,11,02,9,Soltera,Lunay,Bad Bunny,2,24
2019,11,02,10,Mi Gente,J Balvin,Willy William,1,121
2019,11,02,10,Mi Gente,J Balvin,Beyonce,1,121
2019,11,02,11,Taki Taki,DJ Snake,Selena Gomez,1,56
2019,11,02,11,Taki Taki,DJ Snake,Ozuna,1,56
2019,11,02,11,Taki Taki,DJ Snake,Cardi B,1,56
2019,11,02,12,MIA,Bad Bunny,Drake,1,54
2019,11,02,13,Nunca Es Suficiente,Los Angeles Azules,Natalia LaFourcade,11,43
2019,11,02,14,Ella Quiere Beber,Anuel AA,Romeo Santos,4,61
2019,11,02,15,Te Bote,Casper Magico,Nio Garcia,1,78
2019,11,02,15,Te Bote,Casper Magico,Darell,1,78
2019,11,02,15,Te Bote,Casper Magico,Nicky Jam,1,78
2019,11,02,15,Te Bote,Casper Magico,Ozuna,1,78
2019,11,02,15,Te Bote,Casper Magico,Bad Bunny,1,78
2019,11,02,16,Loco Contigo,DJ Snake,J Balvin,10,19
2019,11,02,16,Loco Contigo,DJ Snake,Tyga,10,19
2019,11,02,17,Que Tire Pa Lante,Daddy Yankee,,17,1
2019,11,02,18,Calma,Pedro Capo,Farruko,5,43
2019,11,02,19,Que Pretendes,J Balvin,Bad Bunny,3,17
2019,11,02,20,RITMO (Bad Boys For Life),Black Eyed Peas,J Balvin,20,1
2019,11,02,21,Si Se Da,Myke Towers,Farruko,9,13
2019,11,02,22,La Mejor Version de Mi,Natti Natasha,Romeo Santos,16,3
2019,11,02,23,Dame Tu Cosita,Pitbull,El Chombo,1,41
2019,11,02,23,Dame Tu Cosita,Pitbull,Karol G,1,41
2019,11,02,23,Dame Tu Cosita,Pitbull,Cutty Ranks,1,41
2019,11,02,24,11 PM,Maluma,,16,22
2019,11,02,25,Con Altura,Rosalia,J Balvin,16,29
2019,11,02,25,Con Altura,Rosalia,El Guincho,16,29
2019,11,09,1,Callaita,Bad Bunny,Tainy,1,22
2019,11,09,2,Otro Trago,Sech,Darell,1,26
2019,11,09,2,Otro Trago,Sech,Nicky Jam,1,26
2019,11,09,2,Otro Trago,Sech,Ozuna,1,26
2019,11,09,2,Otro Trago,Sech,Anuel AA,1,26
2019,11,09,3,La Cancion,J Balvin,Bad Bunny,3,18
2019,11,09,4,No Me Conoce,Jhay Cortez,J Balvin,3,23
2019,11,09,4,No Me Conoce,Jhay Cortez,Bad Bunny,3,23
2019,11,09,5,Despacito,Luis Fonsi,Daddy Yankee,1,146
2019,11,09,5,Despacito,Luis Fonsi,Justin Bieber,1,146
2019,11,09,6,China,Anuel AA,Daddy Yankee,1,15
2019,11,09,6,China,Anuel AA,Karol G,1,15
2019,11,09,6,China,Anuel AA,Ozuna,1,15
2019,11,09,6,China,Anuel AA,J Balvin,1,15
2019,11,09,7,Adicto,Tainy,Anuel AA,1,10
2019,11,09,7,Adicto,Tainy,Ozuna,1,10
2019,11,09,8,Soltera,Lunay,Daddy Yankee,2,25
2019,11,09,8,Soltera,Lunay,Bad Bunny,2,25
2019,11,09,9,Que Tire Pa Lante,Daddy Yankee,,9,2
2019,11,09,10,Con Calma,Daddy Yankee,Snow,1,40
2019,11,09,11,Taki Taki,DJ Snake,Selena Gomez,1,57
2019,11,09,11,Taki Taki,DJ Snake,Ozuna,1,57
2019,11,09,11,Taki Taki,DJ Snake,Cardi B,1,57
2019,11,09,12,Mi Gente,J Balvin,Willy William,1,122
2019,11,09,12,Mi Gente,J Balvin,Beyonce,1,122
2019,11,09,13,MIA,Bad Bunny,Drake,1,55
2019,11,09,14,Soy El Diablo,Natanael Cano,Bad Bunny,14,1
2019,11,09,15,RITMO (Bad Boys For Life),Black Eyed Peas,J Balvin,15,2
2019,11,09,16,Te Bote,Casper Magico,Nio Garcia,1,79
2019,11,09,16,Te Bote,Casper Magico,Darell,1,79
2019,11,09,16,Te Bote,Casper Magico,Nicky Jam,1,79
2019,11,09,16,Te Bote,Casper Magico,Ozuna,1,79
2019,11,09,16,Te Bote,Casper Magico,Bad Bunny,1,79
2019,11,09,17,Ella Quiere Beber,Anuel AA,Romeo Santos,4,62
2019,11,09,18,Calma,Pedro Capo,Farruko,5,44
2019,11,09,19,Loco Contigo,DJ Snake,J Balvin,10,20
2019,11,09,19,Loco Contigo,DJ Snake,Tyga,10,20
2019,11,09,20,La Mejor Version de Mi,Natti Natasha,Romeo Santos,16,4
2019,11,09,21,Nunca Es Suficiente,Los Angeles Azules,Natalia LaFourcade,11,44
2019,11,09,22,Dame Tu Cosita,Pitbull,El Chombo,1,42
2019,11,09,22,Dame Tu Cosita,Pitbull,Karol G,1,42
2019,11,09,22,Dame Tu Cosita,Pitbull,Cutty Ranks,1,42
2019,11,09,23,Si Se Da,Myke Towers,Farruko,9,14
2019,11,09,24,Con Altura,Rosalia,J Balvin,16,30
2019,11,09,24,Con Altura,Rosalia,El Guincho,16,30
2019,11,09,25,11 PM,Maluma,,16,23
2019,11,16,1,Callaita,Bad Bunny,Tainy,1,23
2019,11,16,2,Despacito,Luis Fonsi,Daddy Yankee,1,147
2019,11,16,2,Despacito,Luis Fonsi,Justin Bieber,1,147
2019,11,16,3,Otro Trago,Sech,Darell,1,27
2019,11,16,3,Otro Trago,Sech,Nicky Jam,1,27
2019,11,16,3,Otro Trago,Sech,Ozuna,1,27
2019,11,16,3,Otro Trago,Sech,Anuel AA,1,27
2019,11,16,4,La Cancion,J Balvin,Bad Bunny,3,19
2019,11,16,5,No Me Conoce,Jhay Cortez,J Balvin,3,24
2019,11,16,5,No Me Conoce,Jhay Cortez,Bad Bunny,3,24
2019,11,16,6,China,Anuel AA,Daddy Yankee,1,16
2019,11,16,6,China,Anuel AA,Karol G,1,16
2019,11,16,6,China,Anuel AA,Ozuna,1,16
2019,11,16,6,China,Anuel AA,J Balvin,1,16
2019,11,16,7,Adicto,Tainy,Anuel AA,1,11
2019,11,16,7,Adicto,Tainy,Ozuna,1,11
2019,11,16,8,Mi Gente,J Balvin,Willy William,1,123
2019,11,16,8,Mi Gente,J Balvin,Beyonce,1,123
2019,11,16,9,Que Tire Pa Lante,Daddy Yankee,,9,3
2019,11,16,10,Con Calma,Daddy Yankee,Snow,1,41
2019,11,16,11,Taki Taki,DJ Snake,Selena Gomez,1,58
2019,11,16,11,Taki Taki,DJ Snake,Ozuna,1,58
2019,11,16,11,Taki Taki,DJ Snake,Cardi B,1,58
2019,11,16,12,Soltera,Lunay,Daddy Yankee,2,26
2019,11,16,12,Soltera,Lunay,Bad Bunny,2,26
2019,11,16,13,MIA,Bad Bunny,Drake,1,56
2019,11,16,14,RITMO (Bad Boys For Life),Black Eyed Peas,J Balvin,14,3
2019,11,16,15,Ella Quiere Beber,Anuel AA,Romeo Santos,4,63
2019,11,16,16,Te Bote,Casper Magico,Nio Garcia,1,80
2019,11,16,16,Te Bote,Casper Magico,Darell,1,80
2019,11,16,16,Te Bote,Casper Magico,Nicky Jam,1,80
2019,11,16,16,Te Bote,Casper Magico,Ozuna,1,80
2019,11,16,16,Te Bote,Casper Magico,Bad Bunny,1,80
2019,11,16,17,Calma,Pedro Capo,Farruko,5,45
2019,11,16,18,Loco Contigo,DJ Snake,J Balvin,10,21
2019,11,16,18,Loco Contigo,DJ Snake,Tyga,10,21
2019,11,16,19,Nunca Es Suficiente,Los Angeles Azules,Natalia LaFourcade,11,45
2019,11,16,20,Dame Tu Cosita,Pitbull,El Chombo,1,43
2019,11,16,20,Dame Tu Cosita,Pitbull,Karol G,1,43
2019,11,16,20,Dame Tu Cosita,Pitbull,Cutty Ranks,1,43
2019,11,16,21,La Mejor Version de Mi,Natti Natasha,Romeo Santos,16,5
2019,11,16,22,Whine Up,Nicky Jam,Anuel AA,22,1
2019,11,16,23,Si Se Da,Myke Towers,Farruko,9,15
2019,11,16,24,Soy El Diablo,Natanael Cano,Bad Bunny,14,2
2019,11,16,25,11 PM,Maluma,,16,24
2019,11,23,1,Tusa,Karol G,Nicki Minaj,1,1
2019,11,23,2,La Cancion,J Balvin,Bad Bunny,2,20
2019,11,23,3,Despacito,Luis Fonsi,Daddy Yankee,1,148
2019,11,23,3,Despacito,Luis Fonsi,Justin Bieber,1,148
2019,11,23,4,Otro Trago,Sech,Darell,1,28
2019,11,23,4,Otro Trago,Sech,Nicky Jam,1,28
2019,11,23,4,Otro Trago,Sech,Ozuna,1,28
2019,11,23,4,Otro Trago,Sech,Anuel AA,1,28
2019,11,23,5,Callaita,Bad Bunny,Tainy,1,24
2019,11,23,6,China,Anuel AA,Daddy Yankee,1,17
2019,11,23,6,China,Anuel AA,Karol G,1,17
2019,11,23,6,China,Anuel AA,Ozuna,1,17
2019,11,23,6,China,Anuel AA,J Balvin,1,17
2019,11,23,7,No Me Conoce,Jhay Cortez,J Balvin,3,25
2019,11,23,7,No Me Conoce,Jhay Cortez,Bad Bunny,3,25
2019,11,23,8,RITMO (Bad Boys For Life),Black Eyed Peas,J Balvin,8,4
2019,11,23,9,Adicto,Tainy,Anuel AA,1,12
2019,11,23,9,Adicto,Tainy,Ozuna,1,12
2019,11,23,10,Con Calma,Daddy Yankee,Snow,1,42
2019,11,23,11,Que Tire Pa Lante,Daddy Yankee,,9,4
2019,11,23,12,Mi Gente,J Balvin,Willy William,1,124
2019,11,23,12,Mi Gente,J Balvin,Beyonce,1,124
2019,11,23,13,Taki Taki,DJ Snake,Selena Gomez,1,59
2019,11,23,13,Taki Taki,DJ Snake,Ozuna,1,59
2019,11,23,13,Taki Taki,DJ Snake,Cardi B,1,59
2019,11,23,14,Soltera,Lunay,Daddy Yankee,2,27
2019,11,23,14,Soltera,Lunay,Bad Bunny,2,27
2019,11,23,15,MIA,Bad Bunny,Drake,1,57
2019,11,23,16,Ella Quiere Beber,Anuel AA,Romeo Santos,4,64
2019,11,23,17,Feliz Navidad,Jose Feliciano,,1,33
2019,11,23,18,Nunca Es Suficiente,Los Angeles Azules,Natalia LaFourcade,11,46
2019,11,23,19,Te Bote,Casper Magico,Nio Garcia,1,81
2019,11,23,19,Te Bote,Casper Magico,Darell,1,81
2019,11,23,19,Te Bote,Casper Magico,Nicky Jam,1,81
2019,11,23,19,Te Bote,Casper Magico,Ozuna,1,81
2019,11,23,19,Te Bote,Casper Magico,Bad Bunny,1,81
2019,11,23,20,Loco Contigo,DJ Snake,J Balvin,10,22
2019,11,23,20,Loco Contigo,DJ Snake,Tyga,10,22
2019,11,23,21,Calma,Pedro Capo,Farruko,5,46
2019,11,23,22,La Mejor Version de Mi,Natti Natasha,Romeo Santos,16,6
2019,11,23,23,Fantasias,Rauw Alejandro,Farruko,23,1
2019,11,23,24,Dame Tu Cosita,Pitbull,El Chombo,1,44
2019,11,23,24,Dame Tu Cosita,Pitbull,Karol G,1,44
2019,11,23,24,Dame Tu Cosita,Pitbull,Cutty Ranks,1,44
2019,11,23,25,Con Altura,Rosalia,J Balvin,16,31
2019,11,23,25,Con Altura,Rosalia,El Guincho,16,31
2019,11,30,1,Tusa,Karol G,Nicki Minaj,1,2
2019,11,30,2,La Cancion,J Balvin,Bad Bunny,2,21
2019,11,30,3,Otro Trago,Sech,Darell,1,29
2019,11,30,3,Otro Trago,Sech,Nicky Jam,1,29
2019,11,30,3,Otro Trago,Sech,Ozuna,1,29
2019,11,30,3,Otro Trago,Sech,Anuel AA,1,29
2019,11,30,4,Callaita,Bad Bunny,Tainy,1,25
2019,11,30,5,Despacito,Luis Fonsi,Daddy Yankee,1,149
2019,11,30,5,Despacito,Luis Fonsi,Justin Bieber,1,149
2019,11,30,6,No Me Conoce,Jhay Cortez,J Balvin,3,26
2019,11,30,6,No Me Conoce,Jhay Cortez,Bad Bunny,3,26
2019,11,30,7,China,Anuel AA,Daddy Yankee,1,18
2019,11,30,7,China,Anuel AA,Karol G,1,18
2019,11,30,7,China,Anuel AA,Ozuna,1,18
2019,11,30,7,China,Anuel AA,J Balvin,1,18
2019,11,30,8,Adicto,Tainy,Anuel AA,1,13
2019,11,30,8,Adicto,Tainy,Ozuna,1,13
2019,11,30,9,RITMO (Bad Boys For Life),Black Eyed Peas,J Balvin,8,5
2019,11,30,10,Gan-Ga,Bryant Myers,Anuel AA,10,1
2019,11,30,11,Que Tire Pa Lante,Daddy Yankee,,9,5
2019,11,30,12,Mi Gente,J Balvin,Willy William,1,125
2019,11,30,12,Mi Gente,J Balvin,Beyonce,1,125
2019,11,30,13,Con Calma,Daddy Yankee,Snow,1,43
2019,11,30,14,Soltera,Lunay,Daddy Yankee,2,28
2019,11,30,14,Soltera,Lunay,Bad Bunny,2,28
2019,11,30,15,Taki Taki,DJ Snake,Selena Gomez,1,60
2019,11,30,15,Taki Taki,DJ Snake,Ozuna,1,60
2019,11,30,15,Taki Taki,DJ Snake,Cardi B,1,60
2019,11,30,16,Feliz Navidad,Jose Feliciano,,1,34
2019,11,30,17,MIA,Bad Bunny,Drake,1,58
2019,11,30,18,Calma,Pedro Capo,Farruko,5,47
2019,11,30,19,Loco Contigo,DJ Snake,J Balvin,10,23
2019,11,30,19,Loco Contigo,DJ Snake,Tyga,10,23
2019,11,30,20,Nunca Es Suficiente,Los Angeles Azules,Natalia LaFourcade,11,47
2019,11,30,21,Ella Quiere Beber,Anuel AA,Romeo Santos,4,65
2019,11,30,22,Te Bote,Casper Magico,Nio Garcia,1,82
2019,11,30,22,Te Bote,Casper Magico,Darell,1,82
2019,11,30,22,Te Bote,Casper Magico,Nicky Jam,1,82
2019,11,30,22,Te Bote,Casper Magico,Ozuna,1,82
2019,11,30,22,Te Bote,Casper Magico,Bad Bunny,1,82
2019,11,30,23,La Mejor Version de Mi,Natti Natasha,Romeo Santos,16,7
2019,11,30,24,Con Altura,Rosalia,J Balvin,16,32
2019,11,30,24,Con Altura,Rosalia,El Guincho,16,32
2019,11,30,25,Dame Tu Cosita,Pitbull,El Chombo,1,45
2019,11,30,25,Dame Tu Cosita,Pitbull,Karol G,1,45
2019,11,30,25,Dame Tu Cosita,Pitbull,Cutty Ranks,1,45
2019,12,07,1,Vete,Bad Bunny,,1,1
2019,12,07,2,Feliz Navidad,Jose Feliciano,,1,35
2019,12,07,3,Tusa,Karol G,Nicki Minaj,1,3
2019,12,07,4,Despacito,Luis Fonsi,Daddy Yankee,1,150
2019,12,07,4,Despacito,Luis Fonsi,Justin Bieber,1,150
2019,12,07,5,La Cancion,J Balvin,Bad Bunny,2,22
2019,12,07,6,Otro Trago,Sech,Darell,1,30
2019,12,07,6,Otro Trago,Sech,Nicky Jam,1,30
2019,12,07,6,Otro Trago,Sech,Ozuna,1,30
2019,12,07,6,Otro Trago,Sech,Anuel AA,1,30
2019,12,07,7,Callaita,Bad Bunny,Tainy,1,26
2019,12,07,8,No Me Conoce,Jhay Cortez,J Balvin,3,27
2019,12,07,8,No Me Conoce,Jhay Cortez,Bad Bunny,3,27
2019,12,07,9,China,Anuel AA,Daddy Yankee,1,19
2019,12,07,9,China,Anuel AA,Karol G,1,19
2019,12,07,9,China,Anuel AA,Ozuna,1,19
2019,12,07,9,China,Anuel AA,J Balvin,1,19
2019,12,07,10,Adicto,Tainy,Anuel AA,1,14
2019,12,07,10,Adicto,Tainy,Ozuna,1,14
2019,12,07,11,RITMO (Bad Boys For Life),Black Eyed Peas,J Balvin,8,6
2019,12,07,12,Mi Gente,J Balvin,Willy William,1,126
2019,12,07,12,Mi Gente,J Balvin,Beyonce,1,126
2019,12,07,13,Con Calma,Daddy Yankee,Snow,1,44
2019,12,07,14,Soltera,Lunay,Daddy Yankee,2,29
2019,12,07,14,Soltera,Lunay,Bad Bunny,2,29
2019,12,07,15,Taki Taki,DJ Snake,Selena Gomez,1,61
2019,12,07,15,Taki Taki,DJ Snake,Ozuna,1,61
2019,12,07,15,Taki Taki,DJ Snake,Cardi B,1,61
2019,12,07,16,Que Tire Pa Lante,Daddy Yankee,,9,6
2019,12,07,17,MIA,Bad Bunny,Drake,1,59
2019,12,07,18,Fantasias,Rauw Alejandro,Farruko,18,2
2019,12,07,19,Loco Contigo,DJ Snake,J Balvin,10,24
2019,12,07,19,Loco Contigo,DJ Snake,Tyga,10,24
2019,12,07,20,Gan-Ga,Bryant Myers,Anuel AA,10,2
2019,12,07,21,Calma,Pedro Capo,Farruko,5,48
2019,12,07,22,Nunca Es Suficiente,Los Angeles Azules,Natalia LaFourcade,11,48
2019,12,07,23,La Mejor Version de Mi,Natti Natasha,Romeo Santos,16,8
2019,12,07,24,Dame Tu Cosita,Pitbull,El Chombo,1,46
2019,12,07,24,Dame Tu Cosita,Pitbull,Karol G,1,46
2019,12,07,24,Dame Tu Cosita,Pitbull,Cutty Ranks,1,46
2019,12,07,25,Te Bote,Casper Magico,Nio Garcia,1,83
2019,12,07,25,Te Bote,Casper Magico,Darell,1,83
2019,12,07,25,Te Bote,Casper Magico,Nicky Jam,1,83
2019,12,07,25,Te Bote,Casper Magico,Ozuna,1,83
2019,12,07,25,Te Bote,Casper Magico,Bad Bunny,1,83
2019,12,14,1,Feliz Navidad,Jose Feliciano,,1,36
2019,12,14,2,Vete,Bad Bunny,,1,2
2019,12,14,3,Tusa,Karol G,Nicki Minaj,1,4
2019,12,14,4,Despacito,Luis Fonsi,Daddy Yankee,1,151
2019,12,14,4,Despacito,Luis Fonsi,Justin Bieber,1,151
2019,12,14,5,La Cancion,J Balvin,Bad Bunny,2,23
2019,12,14,6,Otro Trago,Sech,Darell,1,31
2019,12,14,6,Otro Trago,Sech,Nicky Jam,1,31
2019,12,14,6,Otro Trago,Sech,Ozuna,1,31
2019,12,14,6,Otro Trago,Sech,Anuel AA,1,31
2019,12,14,7,Callaita,Bad Bunny,Tainy,1,27
2019,12,14,8,RITMO (Bad Boys For Life),Black Eyed Peas,J Balvin,8,7
2019,12,14,9,No Me Conoce,Jhay Cortez,J Balvin,3,28
2019,12,14,9,No Me Conoce,Jhay Cortez,Bad Bunny,3,28
2019,12,14,10,China,Anuel AA,Daddy Yankee,1,20
2019,12,14,10,China,Anuel AA,Karol G,1,20
2019,12,14,10,China,Anuel AA,Ozuna,1,20
2019,12,14,10,China,Anuel AA,J Balvin,1,20
2019,12,14,11,Adicto,Tainy,Anuel AA,1,15
2019,12,14,11,Adicto,Tainy,Ozuna,1,15
2019,12,14,12,Con Calma,Daddy Yankee,Snow,1,45
2019,12,14,13,Mi Gente,J Balvin,Willy William,1,127
2019,12,14,13,Mi Gente,J Balvin,Beyonce,1,127
2019,12,14,14,Taki Taki,DJ Snake,Selena Gomez,1,62
2019,12,14,14,Taki Taki,DJ Snake,Ozuna,1,62
2019,12,14,14,Taki Taki,DJ Snake,Cardi B,1,62
2019,12,14,15,Soltera,Lunay,Daddy Yankee,2,30
2019,12,14,15,Soltera,Lunay,Bad Bunny,2,30
2019,12,14,16,MIA,Bad Bunny,Drake,1,60
2019,12,14,17,Fantasias,Rauw Alejandro,Farruko,17,3
2019,12,14,18,Dame Tu Cosita,Pitbull,El Chombo,1,47
2019,12,14,18,Dame Tu Cosita,Pitbull,Karol G,1,47
2019,12,14,18,Dame Tu Cosita,Pitbull,Cutty Ranks,1,47
2019,12,14,19,Que Tire Pa Lante,Daddy Yankee,,9,7
2019,12,14,20,De Los Besos Que Te Di,Christian Nodal,,20,1
2019,12,14,21,Calma,Pedro Capo,Farruko,5,49
2019,12,14,22,La Mejor Version de Mi,Natti Natasha,Romeo Santos,16,9
2019,12,14,23,Loco Contigo,DJ Snake,J Balvin,10,25
2019,12,14,23,Loco Contigo,DJ Snake,Tyga,10,25
2019,12,14,24,Te Bote,Casper Magico,Nio Garcia,1,84
2019,12,14,24,Te Bote,Casper Magico,Darell,1,84
2019,12,14,24,Te Bote,Casper Magico,Nicky Jam,1,84
2019,12,14,24,Te Bote,Casper Magico,Ozuna,1,84
2019,12,14,24,Te Bote,Casper Magico,Bad Bunny,1,84
2019,12,14,25,Ella Quiere Beber,Anuel AA,Romeo Santos,4,66
2019,12,21,1,Feliz Navidad,Jose Feliciano,,1,37
2019,12,21,2,Vete,Bad Bunny,,1,3
2019,12,21,3,Tusa,Karol G,Nicki Minaj,1,5
2019,12,21,4,Despacito,Luis Fonsi,Daddy Yankee,1,152
2019,12,21,4,Despacito,Luis Fonsi,Justin Bieber,1,152
2019,12,21,5,La Cancion,J Balvin,Bad Bunny,2,24
2019,12,21,6,Otro Trago,Sech,Darell,1,32
2019,12,21,6,Otro Trago,Sech,Nicky Jam,1,32
2019,12,21,6,Otro Trago,Sech,Ozuna,1,32
2019,12,21,6,Otro Trago,Sech,Anuel AA,1,32
2019,12,21,7,Callaita,Bad Bunny,Tainy,1,28
2019,12,21,8,RITMO (Bad Boys For Life),Black Eyed Peas,J Balvin,8,8
2019,12,21,9,No Me Conoce,Jhay Cortez,J Balvin,3,29
2019,12,21,9,No Me Conoce,Jhay Cortez,Bad Bunny,3,29
2019,12,21,10,China,Anuel AA,Daddy Yankee,1,21
2019,12,21,10,China,Anuel AA,Karol G,1,21
2019,12,21,10,China,Anuel AA,Ozuna,1,21
2019,12,21,10,China,Anuel AA,J Balvin,1,21
2019,12,21,11,Con Calma,Daddy Yankee,Snow,1,46
2019,12,21,12,Adicto,Tainy,Anuel AA,1,16
2019,12,21,12,Adicto,Tainy,Ozuna,1,16
2019,12,21,13,Mi Gente,J Balvin,Willy William,1,128
2019,12,21,13,Mi Gente,J Balvin,Beyonce,1,128
2019,12,21,14,Soltera,Lunay,Daddy Yankee,2,31
2019,12,21,14,Soltera,Lunay,Bad Bunny,2,31
2019,12,21,15,Taki Taki,DJ Snake,Selena Gomez,1,63
2019,12,21,15,Taki Taki,DJ Snake,Ozuna,1,63
2019,12,21,15,Taki Taki,DJ Snake,Cardi B,1,63
2019,12,21,16,Fantasias,Rauw Alejandro,Farruko,16,4
2019,12,21,17,MIA,Bad Bunny,Drake,1,61
2019,12,21,18,De Los Besos Que Te Di,Christian Nodal,,18,2
2019,12,21,19,Calma,Pedro Capo,Farruko,5,50
2019,12,21,20,Que Tire Pa Lante,Daddy Yankee,,9,8
2019,12,21,21,Dame Tu Cosita,Pitbull,El Chombo,1,48
2019,12,21,21,Dame Tu Cosita,Pitbull,Karol G,1,48
2019,12,21,21,Dame Tu Cosita,Pitbull,Cutty Ranks,1,48
2019,12,21,22,Te Bote,Casper Magico,Nio Garcia,1,85
2019,12,21,22,Te Bote,Casper Magico,Darell,1,85
2019,12,21,22,Te Bote,Casper Magico,Nicky Jam,1,85
2019,12,21,22,Te Bote,Casper Magico,Ozuna,1,85
2019,12,21,22,Te Bote,Casper Magico,Bad Bunny,1,85
2019,12,21,23,Ella Quiere Beber,Anuel AA,Romeo Santos,4,67
2019,12,21,24,La Mejor Version de Mi,Natti Natasha,Romeo Santos,16,10
2019,12,21,25,Nunca Es Suficiente,Los Angeles Azules,Natalia LaFourcade,11,49
2019,12,28,1,Feliz Navidad,Jose Feliciano,,1,38
2019,12,28,2,Vete,Bad Bunny,,1,4
2019,12,28,3,Tusa,Karol G,Nicki Minaj,1,6
2019,12,28,4,Despacito,Luis Fonsi,Daddy Yankee,1,153
2019,12,28,4,Despacito,Luis Fonsi,Justin Bieber,1,153
2019,12,28,5,RITMO (Bad Boys For Life),Black Eyed Peas,J Balvin,5,9
2019,12,28,6,La Cancion,J Balvin,Bad Bunny,2,25
2019,12,28,7,Otro Trago,Sech,Darell,1,33
2019,12,28,7,Otro Trago,Sech,Nicky Jam,1,33
2019,12,28,7,Otro Trago,Sech,Ozuna,1,33
2019,12,28,7,Otro Trago,Sech,Anuel AA,1,33
2019,12,28,8,No Me Conoce,Jhay Cortez,J Balvin,3,30
2019,12,28,8,No Me Conoce,Jhay Cortez,Bad Bunny,3,30
2019,12,28,9,Callaita,Bad Bunny,Tainy,1,29
2019,12,28,10,Con Calma,Daddy Yankee,Snow,1,47
2019,12,28,11,China,Anuel AA,Daddy Yankee,1,22
2019,12,28,11,China,Anuel AA,Karol G,1,22
2019,12,28,11,China,Anuel AA,Ozuna,1,22
2019,12,28,11,China,Anuel AA,J Balvin,1,22
2019,12,28,12,Adicto,Tainy,Anuel AA,1,17
2019,12,28,12,Adicto,Tainy,Ozuna,1,17
2019,12,28,13,Mi Gente,J Balvin,Willy William,1,129
2019,12,28,13,Mi Gente,J Balvin,Beyonce,1,129
2019,12,28,14,Fantasias,Rauw Alejandro,Farruko,14,5
2019,12,28,15,Taki Taki,DJ Snake,Selena Gomez,1,64
2019,12,28,15,Taki Taki,DJ Snake,Ozuna,1,64
2019,12,28,15,Taki Taki,DJ Snake,Cardi B,1,64
2019,12,28,16,Soltera,Lunay,Daddy Yankee,2,32
2019,12,28,16,Soltera,Lunay,Bad Bunny,2,32
2019,12,28,17,MIA,Bad Bunny,Drake,1,62
2019,12,28,18,Dame Tu Cosita,Pitbull,El Chombo,1,49
2019,12,28,18,Dame Tu Cosita,Pitbull,Karol G,1,49
2019,12,28,18,Dame Tu Cosita,Pitbull,Cutty Ranks,1,49
